active;barcode;cost_method;standard_price;description;description_purchase;description_picking;description_pickingout;description_pickingin;description_sale;sale_delay;di_categorie_id;di_calibre_id;di_des;di_marque_id;di_origine_id;image;image_small;image_medium;color;message_last_post;di_lavage;di_station_id;purchase_line_warn_msg;sale_line_warn_msg;property_cost_method;activity_summary;name;hs_code;purchase_ok;rental;sale_ok;weight;purchase_method;invoice_policy;price;list_price;di_prixmax;di_prixmin;lst_price;expense_policy;default_code;service_type;tracking;sequence;type;di_un_prix;di_un_saisie;valuation;property_valuation
True;1230000000452;standard;0.0;;;;;;;0.0;;;;;NOUVELLE ZELANDE;;;;0;;False;;;;Prix standard;;KIWI EUROBULK 39/113 NZ;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10449;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Colis;Colis;manual_periodic;Périodique (manuel)
True;1230000000453;standard;0.0;;;;;;;0.0;;;;;NOUVELLE ZELANDE;;;;0;;False;;;;Prix standard;;KIWI EURODOUBLE 25/40 NZ;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10450;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Colis;Colis;manual_periodic;Périodique (manuel)
True;1230000000454;standard;0.0;;;;;;;0.0;;;;;NOUVELLE ZELANDE;;;;0;;False;;;;Prix standard;;KIWI EURODOUBLE 27/44 NZ;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10451;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Colis;Colis;manual_periodic;Périodique (manuel)
True;1230000000455;standard;0.0;;;;;;;0.0;;;;;NOUVELLE ZELANDE;;;;0;;False;;;;Prix standard;;KIWI EURODOUBLE 30/48 NZ;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10452;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Colis;Colis;manual_periodic;Périodique (manuel)
True;1230000000456;standard;0.0;;;;;;;0.0;;;;;NOUVELLE ZELANDE;;;;0;;False;;;;Prix standard;;KIWI EURODOUBLE GOLD 33/52 NZ;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10453;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Colis;Colis;manual_periodic;Périodique (manuel)
True;1230000000457;standard;0.0;;;;;;;0.0;;;;;CHINE;;;;0;;False;;;;Prix standard;;KIWI SECHE CHINE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10454;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000458;standard;0.0;;;;;;;0.0;;;;;ISRAEL;;;;0;;False;;;;Prix standard;;KUMKAT ISRAEL 2KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10455;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000459;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;LAIT COCO BOITE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10456;Mettre manuellement les quantités sur la commande;Pas de suivi;1;Produit stockable;Pièce;Pièce;manual_periodic;Périodique (manuel)
True;1230000000460;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;LAITUE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10457;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000461;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;LENTILLE VERTE 10X500G;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10458;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000462;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;LENTILLE VERTE 5KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10459;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000463;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;LINGOT VENDEE 1KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10460;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000464;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;LINGOT VENDEE 5KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10461;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000465;standard;0.0;;;;;;;0.0;;;;;AUSTRALIE;;;;0;;False;;;;Prix standard;;LITCHI  5 KG AUSTRALIE  AVION;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10462;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000466;standard;0.0;;;;;;;0.0;;;;;MADAGASCAR;;;;0;;False;;;;Prix standard;;LITCHI 2KG MADAGASCAR AVION;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10463;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000467;standard;0.0;;;;;;;0.0;;;;;MADAGASCAR;;;;0;;False;;;;Prix standard;;LITCHI 2KG MADAGASCAR BATEAU;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10464;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000468;standard;0.0;;;;;;;0.0;;;;;MADAGASCAR;;;;0;;False;;;;Prix standard;;LITCHI 5.5KG MADAG. BATEAU;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10465;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000469;standard;0.0;;;;;;;0.0;;;;;REUNION;;;;0;;False;;;;Prix standard;;LITCHI AVION BOUQUET REUNION;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10466;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000470;standard;0.0;;;;;;;0.0;;;;;REUNION;;;;0;;False;;;;Prix standard;;LITCHI AVION BRANCHE REUNION 5KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10467;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000471;standard;0.0;;;;;;;0.0;;;;;MAURICE;;;;0;;False;;;;Prix standard;;LITCHI BRANCHE ILE MAURICE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10468;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000472;standard;0.0;;;;;;;0.0;;;;;MADAGASCAR;;;;0;;False;;;;Prix standard;;LITCHI MADAG BATEAU A PESER;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10469;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000473;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;MACHE BQT X 12;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10470;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000474;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;MACHE X 1KG FRCE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10471;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Colis;Colis;manual_periodic;Périodique (manuel)
True;1230000000475;standard;0.0;;;;;;;0.0;;;;;ITALIE;;;;0;;False;;;;Prix standard;;MANDARINE ITALIE CAL 2;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10472;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000476;standard;0.0;;;;;;;0.0;;;;;INDONESIE;;;;0;;False;;;;Prix standard;;MANGOUSTAN INDONESIE 2KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10473;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000477;standard;0.0;;;;;;;0.0;;;;;COSTA RICA;;;;0;;False;;;;Prix standard;;MANGUE AVION 10 COSTA RICA;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10474;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000478;standard;0.0;;;;;;;0.0;;;;;Cote d'Ivoire;;;;0;;False;;;;Prix standard;;MANGUE AVION 12 KENT COT IVOI;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10475;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000479;standard;0.0;;;;;;;0.0;;;;;MALI;;;;0;;False;;;;Prix standard;;MANGUE AVION 12 MALI;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10476;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000480;standard;0.0;;;;;;;0.0;;;;;PEROU;;;;0;;False;;;;Prix standard;;MANGUE AVION 7 PEROU;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10477;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000481;standard;0.0;;;;;;;0.0;;;;;BRESIL;;;;0;;False;;;;Prix standard;;MANGUE AVION HADEN 11 BRES;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10478;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000482;standard;0.0;;;;;;;0.0;;;;;COSTA RICA;;;;0;;False;;;;Prix standard;;MANGUE AVION IRWIN 12 COSTA RICA;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10479;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000483;standard;0.0;;;;;;;0.0;;;;;PEROU;;;;0;;False;;;;Prix standard;;MANGUE AVION KENT 10 PEROU;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10480;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000484;standard;0.0;;;;;;;0.0;;;;;PEROU;;;;0;;False;;;;Prix standard;;MANGUE AVION KENT 11 PEROU;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10481;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000485;standard;0.0;;;;;;;0.0;;;;;BRESIL;;;;0;;False;;;;Prix standard;;MANGUE AVION KENT 12 BRES;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10482;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000486;standard;0.0;;;;;;;0.0;;;;;BRESIL;;;;0;;False;;;;Prix standard;;MANGUE AVION KENT 12 BRES (4KG);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10483;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000487;standard;0.0;;;;;;;0.0;;;;;PEROU;;;;0;;False;;;;Prix standard;;MANGUE AVION KENT 12 PEROU;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10484;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000488;standard;0.0;;;;;;;0.0;;;;;BRESIL;;;;0;;False;;;;Prix standard;;MANGUE AVION KENT 14 BRES;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10485;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000489;standard;0.0;;;;;;;0.0;;;;;REUNION;;;;0;;False;;;;Prix standard;;MANGUE AVION SABOT REUNION;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10486;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000490;standard;0.0;;;;;;;0.0;;;;;PEROU;;;;0;;False;;;;Prix standard;;MANGUE BATEAU KENT 9 PEROU;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10487;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000491;standard;0.0;;;;;;;0.0;;;;;COSTA RICA;;;;0;;False;;;;Prix standard;;MANIOC COSTA RICA;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10488;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000492;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;MARRON G0 M15 5KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10489;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000493;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;MARRON SOUS VIDE 400G X 12;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10490;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000494;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;MEL. EPINARD MICRO ONDE (200G);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10491;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000495;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;MEL. LEG. VERTS MICRO ONDE 200G;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10492;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000496;standard;0.0;;;;;;;0.0;;;;AZURA;MAROC;;;;0;;False;;;;Prix standard;;MELON  AZURA MAROC 12 (800/950g);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10493;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000497;standard;0.0;;;;;;;0.0;;;;AZURA;MAROC;;;;0;;False;;;;Prix standard;;MELON  AZURA MAROC 15 (650/800 g);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10494;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000498;standard;0.0;;;;;;;0.0;;;;TOCADE;MAROC;;;;0;;False;;;;Prix standard;;MELON  TOCADE  MAROC 11 (1150/1350 g);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10495;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000499;standard;0.0;;;;;;;0.0;;;;TOCADE;MAROC;;;;0;;False;;;;Prix standard;;MELON  TOCADE  MAROC 12 (950/1150 g);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10496;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000500;standard;0.0;;;;;;;0.0;;;;TOCADE;MAROC;;;;0;;False;;;;Prix standard;;MELON  TOCADE  MAROC 15Q (550/650 g);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10497;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000501;standard;0.0;;;;;;;0.0;;;;TOCADE;MAROC;;;;0;;False;;;;Prix standard;;MELON  TOCADE  MAROC 8 (650/800 g);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10498;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000502;standard;0.0;;;;;;;0.0;;;;TOCADE;MAROC;;;;0;;False;;;;Prix standard;;MELON  TOCADE  MAROC 9 (1350/1750 g);;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10499;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000503;standard;0.0;;;;;;;0.0;;;;;GUADELOUPE;;;;0;;False;;;;Prix standard;;MELON FLAMB 8 PCE (950/1150) GUAD;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10500;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000504;standard;0.0;;;;;;;0.0;;;;PHILIBON;GUADELOUPE;;;;0;;False;;;;Prix standard;;MELON PHILIBON 11 PCE (650/800) GUAD;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10501;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000505;standard;0.0;;;;;;;0.0;;;;PHILIBON;SENEGAL;;;;0;;False;;;;Prix standard;;MELON PHILIBON 11 PCE (780 GR) SEN;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10502;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000506;standard;0.0;;;;;;;0.0;;;;PHILIBON;SENEGAL;;;;0;;False;;;;Prix standard;;MELON PHILIBON 11(550/650) 50/30  SEN;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10503;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000507;standard;0.0;;;;;;;0.0;;;;PHILIBON;GUADELOUPE;;;;0;;False;;;;Prix standard;;MELON PHILIBON 12 PCE (550/650) GUAD;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10504;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000508;standard;0.0;;;;;;;0.0;;;;PHILIBON;SENEGAL;;;;0;;False;;;;Prix standard;;MELON PHILIBON 12 PCE (690 GR) SEN;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10505;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000509;standard;0.0;;;;;;;0.0;;;;PHILIBON;MAROC;;;;0;;False;;;;Prix standard;;MELON PHILIBON 12L  800/950 MAR;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10506;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000510;standard;0.0;;;;;;;0.0;;;;PHILIBON;MAROC;;;;0;;False;;;;Prix standard;;MELON PHILIBON 12Q 950/1150 MAR;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10507;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000511;standard;0.0;;;;;;;0.0;;;;PHILIBON;MAROC;;;;0;;False;;;;Prix standard;;MELON PHILIBON 15L 650/800 MAR;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10508;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000512;standard;0.0;;;;;;;0.0;;;;PHILIBON;SENEGAL;;;;0;;False;;;;Prix standard;;MELON PHILIBON 15Q (11 pièces)  SENE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10509;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000513;standard;0.0;;;;;;;0.0;;;;PHILIBON;MAROC;;;;0;;False;;;;Prix standard;;MELON PHILIBON 15Q 550/650 MAR;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10510;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000514;standard;0.0;;;;;;;0.0;;;;PHILIBON;GUADELOUPE;;;;0;;False;;;;Prix standard;;MELON PHILIBON 8 PCE (650/800) 40X30 GUA;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10511;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000515;standard;0.0;;;;;;;0.0;;;;PHILIBON;GUADELOUPE;;;;0;;False;;;;Prix standard;;MELON PHILIBON 8 PCE (950/1150) GUAD;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10512;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000516;standard;0.0;;;;;;;0.0;;;;PHILIBON;GUADELOUPE;;;;0;;False;;;;Prix standard;;MELON PHILIBON 9 PCE (800/950) GUAD;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10513;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000517;standard;0.0;;;;;;;0.0;;;;PHILIBON;SENEGAL;;;;0;;False;;;;Prix standard;;MELON PHILIBON 9 PCE (900 GR) SEN;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10514;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000518;standard;0.0;;;;;;;0.0;;;;SOLDIVE;ESPAGNE;;;;0;;False;;;;Prix standard;;MELON SOLD SELECT 12Q (950/1150) ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10516;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000519;standard;0.0;;;;;;;0.0;;;;SOLDIVE;ESPAGNE;;;;0;;False;;;;Prix standard;;MELON SOLD SELECT 12Q (950/1150) ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10515;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000520;standard;0.0;;;;;;;0.0;;;;SOLDIVE;ESPAGNE;;;;0;;False;;;;Prix standard;;MELON SOLD SELECT 18 (450/550) ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10517;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000521;standard;0.0;;;;;;;0.0;;;;SOLDIVE;SENEGAL;;;;0;;False;;;;Prix standard;;MELON SOLDIVE 11Q (1150/1350) SENE.TRAD.;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10518;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000522;standard;0.0;;;;;;;0.0;;;;SOLDIVE;SENEGAL;;;;0;;False;;;;Prix standard;;MELON SOLDIVE 12L  TRAD. 800/950 SE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10519;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000523;standard;0.0;;;;;;;0.0;;;;SOLDIVE;SENEGAL;;;;0;;False;;;;Prix standard;;MELON SOLDIVE 12L (60/40) TRADITION SENE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10520;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
