active;barcode;cost_method;standard_price;description;description_purchase;description_picking;description_pickingout;description_pickingin;description_sale;sale_delay;di_categorie_id;di_calibre_id;di_des;di_marque_id;di_origine_id;image;image_small;image_medium;color;message_last_post;di_lavage;di_station_id;purchase_line_warn_msg;sale_line_warn_msg;property_cost_method;activity_summary;name;hs_code;purchase_ok;rental;sale_ok;weight;purchase_method;invoice_policy;price;list_price;di_prixmax;di_prixmin;lst_price;expense_policy;default_code;service_type;tracking;sequence;type;di_un_prix;di_un_saisie;valuation;property_valuation
True;1230000000217;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CHOUX BROCOLI 5KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10217;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000218;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CHOUX BROCOLI ESP  5KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10218;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000219;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CHOUX BROCOLI ESP  5KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10219;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000220;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CHOUX BROCOLI ESP  6KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10220;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000221;standard;0.0;;;;;;;0.0;;;;;HOLANDE;;;;0;;False;;;;Prix standard;;CHOUX BRUXELLES 5 KG HOLL VRAC;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10221;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000222;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CHOUX CHINOIS  ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10222;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000223;standard;0.0;;;;;;;0.0;;;;;ALLEMAGNE;;;;0;;False;;;;Prix standard;;CHOUX CHINOIS X8 ALL.;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10223;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000224;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CHOUX FLEUR X 6 BRETON;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10224;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000225;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CHOUX FLEUR X 8 BRETON;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10225;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000226;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CHOUX FRISE X 6;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10226;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000227;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CHOUX ROMANESCO X6;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10227;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000228;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CHOUX ROMANESCO X6 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10228;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000229;standard;0.0;;;;;;;0.0;;;;;ITALIE;;;;0;;False;;;;Prix standard;;CHOUX ROMANESCO X6 ITALIE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10229;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000230;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CHOUX ROMANESCO X8 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10230;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000231;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CHOUX ROUGE X10 KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10231;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000232;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CIBOULETTE BOTTE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10232;Mettre manuellement les quantités sur la commande;Pas de suivi;1;Produit stockable;Pièce;Pièce;manual_periodic;Périodique (manuel)
True;1230000000233;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON 4/5 ESP FEUILLES;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10233;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000234;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON IDOL 4/40 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10234;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000235;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON IDOL 4/45 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10235;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000236;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON TANA 4/40 ESP NT;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10236;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000237;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON TANA 4/45 ESP NT;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10237;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000238;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON TANA 5/50 ESP NT;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10238;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000239;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON TAS 4/45 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10239;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000240;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON TAS 4/50 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10240;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000241;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CITRON TAS 5/50 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10241;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000242;standard;0.0;;;;;;;0.0;;;;;MEXIQUE;;;;0;;False;;;;Prix standard;;CITRON VERT AVION  MEXIQUE 20F;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10242;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000243;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CITRONNELLE BOTTE;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10243;Mettre manuellement les quantités sur la commande;Pas de suivi;1;Produit stockable;Pièce;Pièce;manual_periodic;Périodique (manuel)
True;1230000000244;standard;0.0;;;;;;;0.0;;;;;FRANCE;;;;0;;False;;;;Prix standard;;CITROUILLE FRANCE A PESER;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10244;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000245;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM AFFOURER MAROC 3;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10245;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000246;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM BERKANE 2 AGADIR MAROC;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10246;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000247;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM BERKANE 3 MAROC;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10247;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000248;standard;0.0;;;;;;;0.0;;;;;CORSE;;;;0;;False;;;;Prix standard;;CLEM CORSE 2 PHILIBON;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10248;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000249;standard;0.0;;;;;;;0.0;;;;;CORSE;;;;0;;False;;;;Prix standard;;CLEM CORSE 3 PHILIBON;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10249;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000250;standard;0.0;;;;;;;0.0;;;;;CORSE;;;;0;;False;;;;Prix standard;;CLEM CORSE 4 12KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10250;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000251;standard;0.0;;;;;;;0.0;;;;;CORSE;;;;0;;False;;;;Prix standard;;CLEM CORSE 4 6KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10251;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000252;standard;0.0;;;;;;;0.0;;;;;CORSE;;;;0;;False;;;;Prix standard;;CLEM CORSE 5 12KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10252;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000253;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM FERIA 3 10KG ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10253;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000254;standard;0.0;;;;;;;0.0;;;;GAMIN;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM GAMIN FINE 3/105;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10254;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000255;standard;0.0;;;;;;;0.0;;;;GAMIN;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM GAMIN HERNANDINE 3/105;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10255;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000256;standard;0.0;;;;;;;0.0;;;;GAMIN;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM GAMIN NADORCOT 3/105;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10256;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000257;standard;0.0;;;;;;;0.0;;;;GAMIN;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM GAMIN ORONULES 2/90;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10257;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000258;standard;0.0;;;;;;;0.0;;;;GAMIN;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM GAMIN ORONULES 3/105;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10258;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000259;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM LLUSAR 2/91 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10259;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000260;standard;0.0;;;;;;;0.0;;;;LLUSAR;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM LLUSAR 3 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10260;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000261;standard;0.0;;;;;;;0.0;;;;LLUSAR;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM LLUSAR FORTUNA 1 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10261;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000262;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM LLUSAR ORI 1/84 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10262;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000263;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM LLUSAR ORI 2 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10263;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000264;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM LLUSAR ORI 3 ESP;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10264;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000265;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM MAROC PERLE DE BERKANE 2;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10265;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000266;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM NADORCOT MAROC 2 AFFOURER 10KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10266;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000267;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM NOUR 2 MAROC 10K;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10267;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000268;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM NOUR 3 MAROC 10K;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10268;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000269;standard;0.0;;;;;;;0.0;;;;;MAROC;;;;0;;False;;;;Prix standard;;CLEM NULES LEILA 2 MAROC;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10269;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000270;standard;0.0;;;;;;;0.0;;;;;ISRAEL;;;;0;;False;;;;Prix standard;;CLEM OR ISRAËL CAL 1;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10270;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000271;standard;0.0;;;;;;;0.0;;;;;ISRAEL;;;;0;;False;;;;Prix standard;;CLEM OR ISRAËL CAL 2;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10271;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000272;standard;0.0;;;;;;;0.0;;;;;ISRAEL;;;;0;;False;;;;Prix standard;;CLEM OR ISRAËL CAL 3;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10272;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000273;standard;0.0;;;;;;;0.0;;;;PITEX;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM PITEX  FEUIL. 10KG CAL 2/3;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10273;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000274;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM PONCH ORONU 3 ESP NT;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10274;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000275;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS BARQUETTE 6X1KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10275;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Pièce;Colis;manual_periodic;Périodique (manuel)
True;1230000000276;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS FORTUNA 2  FEUIL. 7KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10276;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000277;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS FORTUNA 3  FEUIL. 7KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10277;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000278;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS MIORO  FEUIL. 7KG CAL 2;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10278;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000279;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS MIORO  FEUIL. 7KG CAL 3;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10279;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000280;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS MIORO  FEUIL. 7KG CAL 4;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10280;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000281;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS NADORCOT 2  FEUIL. 7KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10281;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000282;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS NADORCOT 3  FEUIL. 7KG;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10282;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000283;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS NULES  FEUIL. 7KG CAL 3;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10283;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000284;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS ORO  FEUIL. 7KG CAL 2;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10284;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000285;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEM ROS ORO  FEUIL. 7KG CAL 4;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10285;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000286;standard;0.0;;;;;;;0.0;;;;GAMIN;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEMENCINE  GAMIN 2;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10286;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000287;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEMENGOLD LLUSAR 1;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10287;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000288;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEMENGOLD LLUSAR 2;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10288;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
True;1230000000289;standard;0.0;;;;;;;0.0;;;;;ESPAGNE;;;;0;;False;;;;Prix standard;;CLEMENVILLA PONCH 48 ESP NT;;True;False;True;1.0;Sur les quantités reçues;Qtés livrées;0.0;0.0;0.0;0.0;0.0;Non;10289;Mettre manuellement les quantités sur la commande;Par lots;1;Produit stockable;Kg;Colis;manual_periodic;Périodique (manuel)
